"title","artist","album","source_count","sources"
"Heard 'Em Say","Kanye West, Adam Levine","Late Registration","1","Liked Songs"
"Mercy","Kanye West, Big Sean, Pusha T, 2 Chainz","Mercy","1","Gym"
"Mercy.1","Kanye West, Big Sean, Pusha T, 2 Chainz","Kanye West Presents Good Music Cruel Summer","1","Gym"
"Use This Gospel","Kanye West, Clipse, Kenny G","JESUS IS KING","1","Liked Songs"
"Diamonds From Sierra Leone - Remix","Kanye West, JAŸ-Z","Late Registration","1","Liked Songs"
"H•A•M","Kanye West, JAŸ-Z","Watch The Throne (Deluxe)","1","Gym"
"Clique","Kanye West, JAŸ-Z, Big Sean","Kanye West Presents Good Music Cruel Summer","1","Gym"
"So Appalled","Kanye West, JAŸ-Z, Pusha T, CyHi, Swizz Beatz, RZA","My Beautiful Dark Twisted Fantasy","1","Liked Songs"
"Paranoid","Kanye West, Mr Hudson","808s & Heartbreak","1","Liked Songs"
"HOODRAT","Kanye West, Ty Dolla $ign","VULTURES 1","1","Liked Songs"
"Everything We Need","Kanye West, Ty Dolla $ign, Ant Clemons","JESUS IS KING","1","Liked Songs"
"CIRCLES","Kanye West, Ye","BULLY","1","Liked Songs"
"WHATEVER WORKS","Kanye West, Ye","BULLY","1","Liked Songs"
"Liquid Swords","Kaylah","3 Years of The Black Hole: Protectors of the Galaxy","1","Tekk"
"A.D.H.D","Kendrick Lamar","Section.80","1","Tunes"
"Count Me Out","Kendrick Lamar","Mr. Morale & The Big Steppers","1","Tunes"
"Crown","Kendrick Lamar","Mr. Morale & The Big Steppers","1","Liked Songs"
"DNA.","Kendrick Lamar","DAMN.","1","Gym"
"ELEMENT.","Kendrick Lamar","DAMN.","1","Gym"
"euphoria","Kendrick Lamar","euphoria","1","Liked Songs"
"FEAR.","Kendrick Lamar","DAMN.","1","марян × talia"
"heart pt. 6","Kendrick Lamar","GNX","1","Liked Songs"
"HiiiPower","Kendrick Lamar","Section.80","1","Tunes"
"HUMBLE.","Kendrick Lamar","DAMN.","1","Gym"
"King Kunta","Kendrick Lamar","To Pimp A Butterfly","1","марян × talia"
"meet the grahams","Kendrick Lamar","meet the grahams","1","Liked Songs"
"Momma","Kendrick Lamar","To Pimp A Butterfly","1","Liked Songs"
"Not Like Us","Kendrick Lamar","Not Like Us","1","Liked Songs"
"PRIDE.","Kendrick Lamar","DAMN.","1","Tunes"
"Rich - Interlude","Kendrick Lamar","Mr. Morale & The Big Steppers","1","Liked Songs"
"Rigamortus","Kendrick Lamar","Section.80","1","Liked Songs"
"Sherane a.k.a Master Splinter’s Daughter","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","1","Liked Songs"
"squabble up","Kendrick Lamar","GNX","1","Liked Songs"
"Swimming Pools (Drank) - Extended Version","Kendrick Lamar","good kid, m.A.A.d city","1","Tunes"
"untitled 02 | 06.23.2014.","Kendrick Lamar","untitled unmastered.","1","Liked Songs"
"Worldwide Steppers","Kendrick Lamar","Mr. Morale & The Big Steppers","1","Liked Songs"
"Institutionalized","Kendrick Lamar, Bilal, Anna Wise, Snoop Dogg","To Pimp A Butterfly","1","Liked Songs"
"Poetic Justice","Kendrick Lamar, Drake","good kid, m.A.A.d city (Deluxe)","1","Liked Songs"
"Poe Mans Dreams (His Vice) (feat. GLC)","Kendrick Lamar, GLC","Section.80","1","Liked Songs"
"Money Trees","Kendrick Lamar, Jay Rock","good kid, m.A.A.d city","1","Tunes"
"Bitch, Don’t Kill My Vibe - Remix","Kendrick Lamar, JAŸ-Z","good kid, m.A.A.d city","1","Tunes"
"tv off (feat. lefty gunplay)","Kendrick Lamar, Lefty Gunplay","GNX","1","Liked Songs"
"Now Or Never - Bonus Track","Kendrick Lamar, Mary J. Blige","good kid, m.A.A.d city (Deluxe)","1","Liked Songs"
"Father Time (feat. Sampha)","Kendrick Lamar, Sampha","Mr. Morale & The Big Steppers","1","Liked Songs"
"Purple Hearts","Kendrick Lamar, Summer Walker, Ghostface Killah","Mr. Morale & The Big Steppers","1","Liked Songs"
"gloria (with sza)","Kendrick Lamar, SZA","GNX","1","Liked Songs"
"luther (with sza)","Kendrick Lamar, SZA","GNX","1","Liked Songs"
"LOVE. FEAT. ZACARI.","Kendrick Lamar, Zacari","DAMN.","1","Tunes"
"Cudi Zone","Kid Cudi","Man On The Moon: The End Of Day","1","Liked Songs"
"Day 'N' Nite (Nightmare)","Kid Cudi","Man On The Moon: The End Of Day (Int'l Version)","1","Liked Songs"
"Leader Of The Delinquents","Kid Cudi","Leader Of The Delinquents","1","Liked Songs"
"Man On The Moon","Kid Cudi","Man On The Moon: The End Of Day (Deluxe)","1","Liked Songs"
"Marijuana","Kid Cudi","Man On The Moon II: The Legend Of Mr. Rager","1","Liked Songs"
"Mr. Rager","Kid Cudi","Man On The Moon II: The Legend Of Mr. Rager","1","Tunes"
"Sad People","Kid Cudi","Man On The Moon III: The Chosen","1","Liked Songs"
"Sept. 16","Kid Cudi","Man On The Moon III: The Chosen","1","Liked Songs"
"The Void","Kid Cudi","Man On The Moon III: The Chosen","1","Liked Songs"
"T.G.I.F.","Kid Cudi, Chip Tha Ripper","Man On The Moon: The End Of Day","1","Liked Songs"
"Make Her Say","Kid Cudi, Kanye West, Common","Man On The Moon: The End Of Day","1","Liked Songs"
"Stillness","KTZ Players","Stillness","1","Liked Songs"
"WZH","kyeeskii","WZH","1","Liked Songs"
"yebbas heartbreak (remix)","La Saint","yebbas heartbreak (remix)","1","Tunes"
"D'yer Mak'er - Remaster","Led Zeppelin","Houses of the Holy (Deluxe Edition)","1","Liked Songs"
"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby, Gunna, Drake","Drip Harder","1","Gym"
"Hats Off (feat. Travis Scott)","Lil Baby, Lil Durk, Travis Scott","The Voice of the Heroes","1","Gym"
"Believe Me","Lil Wayne, Drake","Believe Me","1","Gym"
"Behind Blue Eyes","Limp Bizkit","Results May Vary","1","Liked Songs"
"Freestyler (Rock The Microphone)","Lost Frequencies, Bomfunk MC's","Freestyler (Rock The Microphone)","1","Liked Songs"
"La vie en rose - Single Version","Louis Armstrong","Highlights From His Decca Years","1","Liked Songs"
"We Shall Overcome","Lucas Reyes & Peter Brown","Techouse Weapons, Vol. 6","1","Holy house"
"7 Years","Lukas Graham","Lukas Graham","1","Tunes"
"Dreams from Yesterday","Mac DeMarco","This Old Dog","1","Liked Songs"
"Bend Ya (feat. Frank Ocean, Kendrick Lamar, Shawn Chrys & Jah-Free)","Mann, Frank Ocean, Kendrick Lamar, Shawn Chrys, Jah-Free","FMOV: FreshMann On Varsity","1","Tralalelo Tralala"
"My Love for You (Yebba's Heartbreak)","Marten Lou","My Love for You (Yebba's Heartbreak)","1","Afro house dump"
"I Want You","Marvin Gaye","I Want You (Deluxe Edition)","1","Liked Songs"
"What's Going On","Marvin Gaye","What's Going On","1","Liked Songs"
"Going Bad (feat. Drake)","Meek Mill, Drake","Championships","1","Gym"
"Pancho and Lefty","Merle Haggard, Willie Nelson","The Essential Merle Haggard: The Epic Years","1","Liked Songs"
"Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa]","Metro Boomin, 21 Savage, Mustafa","HEROES & VILLAINS","1","Gym"
"All The Money (with Gunna) [Bonus]","Metro Boomin, Gunna","HEROES & VILLAINS","1","Gym"
"No Complaints (feat. Offset & Drake) (Bonus)","Metro Boomin, Offset, Drake","NOT ALL HEROES WEAR CAPES","1","Gym"
"Creepin' (with The Weeknd & 21 Savage)","Metro Boomin, The Weeknd, 21 Savage","HEROES & VILLAINS","1","Gym"
"Raindrops (Insane) [with Travis Scott]","Metro Boomin, Travis Scott","HEROES & VILLAINS","1","Liked Songs"
"Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","Metro Boomin, Travis Scott, 21 Savage","HEROES & VILLAINS","1","Gym"
"Orange Blossoms","MF DOOM","Metal Fingers Presents: Special Herbs Vol. 5 & 6","1","Liked Songs"
"ANGELZ","MF DOOM, Ghostface Killah","BORN LIKE THIS","1","Liked Songs"
"Billie Jean (2008 Kanye West Mix) (feat. Kanye West) - Thriller 25th Anniversary Remix","Michael Jackson, Kanye West","Thriller 40","1","Liked Songs"
"Sky Walker (feat. Travis Scott)","Miguel, Travis Scott","War & Leisure","1","Gym"
"NGWINO","Moojo, Caiiro, Starving Yet Full","NGWINO","1","Afro house dump"
"Body Of Years","Mother Mother","O My Heart","1","Ґems"
"Still Dreaming","Nas, Kanye West, Chrisette Michele","Hip Hop Is Dead (Expanded Edition)","1","Liked Songs"
"Dedication (feat. Kendrick Lamar)","Nipsey Hussle, Kendrick Lamar","Victory Lap","1","Gym"
"You Know We Can't Go Back","Noel Gallagher's High Flying Birds","Chasing Yesterday (Deluxe)","1","марян × talia"
"D'Yer Wanna Be a Spaceman? - Remastered","Oasis","Definitely Maybe (Remastered)","1","Liked Songs"
"Analog 2 (feat. Tyler, The Creator, Frank Ocean & Sydney Bennett)","Odd Future, Tyler, The Creator, Frank Ocean, Syd","The OF Tape Vol. 2","1","Tralalelo Tralala"
"Ric Flair Drip (with Metro Boomin)","Offset, Metro Boomin","Without Warning","1","Gym"
"The Eyes of Ibad_R>O>T","Panchiko","D>E>A>T>H>M>E>T>A>L","1","Liked Songs"
"All I Wanted","Paramore","Brand New Eyes","1","Liked Songs"
"Lies in the Eyes of Love","Part Time","Lies in the Eyes of Love","1","Ґems"
"Yellow Ledbetter","Pearl Jam","Jeremy","1","Liked Songs"
"Number One","Pharrell Williams, Kanye West","In My Mind","1","Liked Songs"
"Goodbye Blue Sky - 2011 Remastered Version","Pink Floyd","The Wall (Remastered)","1","Liked Songs"
"Goodbye Cruel World - 2011 Remastered Version","Pink Floyd","The Wall (Remastered)","1","Liked Songs"
"Give Me Everything (feat. Nayer)","Pitbull, AFROJACK, Ne-Yo, Nayer","Planet Pit (Deluxe Version)","1","Turn it up"
"New Choppa","Playboi Carti, A$AP Rocky","Playboi Carti","1","Liked Songs"
"GOOD CREDIT (with Kendrick Lamar)","Playboi Carti, Kendrick Lamar","MUSIC","1","Liked Songs"
"BACKD00R (feat. Kendrick Lamar & Jhené Aiko)","Playboi Carti, Kendrick Lamar, Jhené Aiko","MUSIC","1","Liked Songs"
"BACKR00MS (with Travis Scott)","Playboi Carti, Travis Scott","MUSIC - SORRY 4 DA WAIT","1","Liked Songs"
"Love Hurts (feat. Travis Scott)","Playboi Carti, Travis Scott","Die Lit","1","Liked Songs"
"Goodbyes (feat. Young Thug)","Post Malone, Young Thug","Hollywood's Bleeding","1","Liked Songs"
"Medley: Joy to the World / O Come, All Ye Faithful / Hark! the Herald Angels Sing / O Holy Night","Rasa Vitkauskaite","A Concert Piano Christmas at Boston Symphony Hall","1","Liked Songs"
"Secrets - MOTi Remix","Regard, RAYE, MOTi","Secrets (MOTi Remix)","1","Chillout"
"MDMA","Reinier Zonneveld, DYEN","MDMA","1","Tekk"
"What's My Name?","Rihanna, Drake","Loud","1","Gym"
"Oysters In My Pocket","Royel Otis","Oysters In My Pocket","1","CL"
"Tom Sawyer","Rush","Moving Pictures (2011 Remaster)","1","Liked Songs"
"4 AM","Scooter","20 Years Of Hardcore (Remastered)","1","Liked Songs"
"Location on the Flyer","ShooterGang Kony","March Madness","1","Gym"
"Hair Down","SiR, Kendrick Lamar","Chasing Summer","1","марян × talia"
"Over The Top (feat. Drake)","Smiley, Drake","Over The Top (feat. Drake)","1","Liked Songs"
"After Saturday Night - Manoo Alternative Remix","Sparrow & Barbossa, Starving Yet Full, Manoo","Réciprocité Remixed","1","Afro house dump"
"Yes I'm Changing","Tame Impala","Currents","1","YO"
"Eye of the storm","Teksa","Space Travel","1","Tekk"
"Love Me","The 1975","I like it when you sleep, for you are so beautiful yet so unaware of it","1","na klar"
"In the Eye of the Sun","The Doors","Other Voices","1","Liked Songs"
"Eazy","The Game, Kanye West","Eazy","1","Gym"
"Straight Shooter","The Mamas & The Papas","If You Can Believe Your Eyes & Ears","1","Liked Songs"
"Behind Blue Eyes","The Who","Who's Next (Deluxe Edition)","1","%^*+"
"Yet another dream","Tom Bates","Just a fool","1","Liked Songs"
"beibs in the trap","Travis Scott","Birds In The Trap Sing McKnight","1","Tunes"
"CAN'T SAY","Travis Scott","ASTROWORLD","1","Liked Songs"
"CAROUSEL","Travis Scott","ASTROWORLD","1","Tralalelo Tralala"
"goosebumps","Travis Scott","Birds In The Trap Sing McKnight","1","Tunes"
"HIGHEST IN THE ROOM","Travis Scott","HIGHEST IN THE ROOM","1","Tunes"
"SICKO MODE","Travis Scott","ASTROWORLD","1","Gym"
"through the late night","Travis Scott","Birds In The Trap Sing McKnight","1","Tunes"
"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX","Travis Scott, Future, Young Thug, M.I.A.","FRANCHISE (feat. Future, Young Thug & M.I.A.) [REMIX]","1","Gym"
"Goosebumps - Remix","Travis Scott, HVME","Goosebumps (Remix)","1","Chillout"
"TIL FURTHER NOTICE (feat. James Blake & 21 Savage)","Travis Scott, James Blake, 21 Savage","UTOPIA","1","марян × talia"
"Maria I'm Drunk (feat. Justin Bieber & Young Thug)","Travis Scott, Justin Bieber, Young Thug","Rodeo","1","Tunes"
"TOPIA TWINS (feat. Rob49 & 21 Savage)","Travis Scott, Rob49, 21 Savage","UTOPIA","1","марян × talia"
"48","Tyler, The Creator","Wolf","1","Liked Songs"
"Answer","Tyler, The Creator","Wolf","1","Liked Songs"
"Colossus","Tyler, The Creator","Wolf","1","Liked Songs"
"Don't Tap That Glass / Tweakin'","Tyler, The Creator","DON'T TAP THE GLASS","1","Liked Songs"
"Enjoy Right Now, Today","Tyler, The Creator","Flower Boy","1","Liked Songs"
"Goblin","Tyler, The Creator","Goblin","1","Liked Songs"
"I THINK","Tyler, The Creator","IGOR","1","Liked Songs"
"IGOR'S THEME","Tyler, The Creator","IGOR","1","Liked Songs"
"LUMBERJACK","Tyler, The Creator","LUMBERJACK","1","Liked Songs"
"NEW MAGIC WAND","Tyler, The Creator","IGOR","1","Gym"
"OKRA","Tyler, The Creator","OKRA","1","Liked Songs"
"Radicals","Tyler, The Creator","Goblin","1","Liked Songs"
"Ring Ring Ring","Tyler, The Creator","DON'T TAP THE GLASS","1","Liked Songs"
"Stop Playing With Me","Tyler, The Creator","DON'T TAP THE GLASS","1","Liked Songs"
"Sucka Free","Tyler, The Creator","DON'T TAP THE GLASS","1","Liked Songs"
"Sugar On My Tongue","Tyler, The Creator","DON'T TAP THE GLASS","1","Liked Songs"
"Tell Me What It Is","Tyler, The Creator","DON'T TAP THE GLASS","1","Liked Songs"
"Transylvania","Tyler, The Creator","Goblin","1","Liked Songs"
"Tron Cat","Tyler, The Creator","Goblin","1","Tunes"
"WHAT'S GOOD","Tyler, The Creator","IGOR","1","Liked Songs"
"WOLF","Tyler, The Creator","Wolf","1","Liked Songs"
"LEMONHEAD (feat. 42 Dugg)","Tyler, The Creator, 42 Dugg","CALL ME IF YOU GET LOST","1","Liked Songs"
"Who Dat Boy (feat. A$AP Rocky)","Tyler, The Creator, A$AP Rocky","Flower Boy","1","Liked Songs"
"Pothole (feat. Jaden Smith)","Tyler, The Creator, Alexander Brettin, Jaden","Flower Boy","1","Liked Songs"
"SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)","Tyler, The Creator, Brent Faiyaz, Fana Hues","CALL ME IF YOU GET LOST","1","Liked Songs"
"DEATHCAMP (feat. Cole Alexander)","Tyler, The Creator, Cole Alexander","Cherry Bomb","1","Liked Songs"
"Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams)","Tyler, The Creator, Daniel Caesar, LaToiya Williams","CHROMAKOPIA","1","Liked Songs"
"Window","Tyler, The Creator, Domo Genesis, Frank Ocean, Hodgy, Mike G","Goblin","1","Tralalelo Tralala"
"Garden Shed (feat. Estelle)","Tyler, The Creator, Estelle","Flower Boy","1","Liked Songs"
"Where This Flower Blooms (feat. Frank Ocean)","Tyler, The Creator, Frank Ocean","Flower Boy","1","Tralalelo Tralala"
"PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean & Laetitia Sadier)","Tyler, The Creator, Frank Ocean, Laetitia Sadier","Wolf","1","Tralalelo Tralala"
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","CHROMAKOPIA","1","марян × talia"
"JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)","Tyler, The Creator, Lil Uzi Vert, Pharrell Williams","CALL ME IF YOU GET LOST","1","Liked Songs"
"Droppin' Seeds (feat. Lil' Wayne)","Tyler, The Creator, Lil Wayne","Flower Boy","1","Liked Songs"
"Don't You Worry Baby (feat. Madison McFerrin)","Tyler, The Creator, Madison McFerrin","DON'T TAP THE GLASS","1","Liked Songs"
"Big Poe (feat. Sk8brd)","Tyler, The Creator, Pharrell Williams","DON'T TAP THE GLASS","1","Liked Songs"
"Foreword (feat. Rex Orange County)","Tyler, The Creator, Rex Orange County","Flower Boy","1","марян × talia"
"Boredom (feat. Rex Orange County & Anna of the North)","Tyler, The Creator, Rex Orange County, Anna of the North","Flower Boy","1","Liked Songs"
"I'll Take Care of You (feat. Yebba)","Tyler, The Creator, Yebba","DON'T TAP THE GLASS","1","Liked Songs"
"Amour plastique","Videoclub, Adèle Castillon, Mattyeux","Amour plastique","1","Liked Songs"
"D And D - Original Mix","WarinD, DYEN","Posver","1","Tekk"
"SUICIDE YEAR","WEEDMANE, Suicideyear","SUICIDE YEAR","1","Liked Songs"
"HALLELUJAH","Ye","HALLELUJAH","1","Liked Songs"
"Heads Will Roll - A-Trak Remix Radio Edit","Yeah Yeah Yeahs, A-Trak","Good Morning Music: Wake Up Workout","1","Liked Songs"
"Gët Busy","Yeat","Up 2 Më","1","Gym"
"Monëy so big","Yeat","Up 2 Më","1","Liked Songs"
"Mysëlf","Yeat","AftërLyfe","1","Liked Songs"
"Nun id change","Yeat","AftërLyfe","1","Liked Songs"
"Off Tha Lot","Yeat","4L","1","Liked Songs"
"Out thë way","Yeat","Lyfë","1","Liked Songs"
"Sorry Bout That","Yeat","4L","1","Gym"
"The Bell","Yeat","The Bell","1","Liked Songs"
"Turban","Yeat","Up 2 Më","1","Gym"
"U could tëll","Yeat","Up 2 Më","1","Gym"
"Beyond and Before - 2003 Remaster","Yes","Yes (Deluxe Edition)","1","Liked Songs"
"Changes","Yes","90125 (Deluxe Version)","1","Liked Songs"
"It Can Happen","Yes","90125 (Deluxe Version)","1","Liked Songs"
"Who Do You Love?","YG, Drake","Who Do You Love?","1","Gym"
"Trophies","Young Money, Drake","Rise Of An Empire (Deluxe Edition)","1","Gym"
"The London (feat. J. Cole & Travis Scott)","Young Thug, J. Cole, Travis Scott","So Much Fun","1","Gym"
"Abantu - Da Africa Deep Remix","Zakes Bantwini, Karyendasoul, Da Africa Deep, Nana Atta","Abantu (Da Africa Deep Remix)","1","Afro house dump"
